nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,distance_x_jA,distance_y_jA,zone_joueur_jA,distance_x_jB,distance_y_jB,zone_joueur_jB,competition,match,joueurA,joueurB,droitier_gaucher_joueurA,droitier_gaucher_joueurB,prise_joueurA,prise_joueurB
LEBRUN_FELIX,2048,2059,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,d3,,28.5914306640625,-263.7989501953125,g6,-1032.5504455566406,-2245.4320068359375,f8,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,2060,2096,garcon,coup_droit,1,att/att,serveur_point_pour,,defensif,,out,-66.138916015625,-336.1506652832031,d8,-1032.5504455566406,-2245.4320068359375,f8,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,2999,3006,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,g3,,89.23614501953125,-156.06768798828125,h4,-67.32598876953125,214.55877685546875,g5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,3007,3019,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,g3,,101.025146484375,-196.64892578125,h5,-84.73199462890625,188.61846923828125,h5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,3020,3042,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,defensif,g1,,150.04541015625,-148.11480712890625,i4,-88.7471923828125,317.72247314453125,h7,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,3043,3072,garcon,revers,1,att/att,LEBRUN_FELIX,,defensif,m2,,125.9112548828125,-252.46932983398438,h6,-165.80978393554688,260.7783203125,i6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,3073,3086,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,d3,pt_gagne,143.32794189453125,-72.33413696289062,i3,-159.55914306640625,229.41357421875,i6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,3469,3481,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,g3,,-4.42230224609375,192.03033447265625,m5,86.27978515625,-161.886474609375,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,3482,3491,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,m2,,-35.6370849609375,232.36328125,g6,87.7039794921875,-221.9560546875,h5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,3492,3517,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,,out,-58.0841064453125,268.1224365234375,g6,59.5499267578125,-204.51300048828125,g5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,3905,3971,garcon,coup_droit,1,att/att,serveur_point_contre,lat_droit,,,filet,69.05322265625,-185.9598388671875,g5,-112.3656005859375,116.22613525390625,h3,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,4231,4241,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_droit,,g2,,91.22119140625,-136.443603515625,h3,-93.35418701171875,140.1207275390625,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,4242,4259,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,g2,,97.7313232421875,-136.20562744140625,h3,-64.50970458984375,191.68609619140625,g5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,4260,4270,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,m3,,87.300537109375,-234.7146759033203,h6,-98.9407958984375,245.4339599609375,h6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,4271,4282,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,d3,,77.29095458984375,-281.86907958984375,h7,-107.689208984375,232.22076416015625,h6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,4283,4297,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,offensif,g3,,32.882568359375,-301.6685791015625,g7,-20.93603515625,275.32769775390625,m7,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,4298,4321,garcon,revers,1,att/att,DRINKHALL_PAUL,,defensif,m2,,17.67840576171875,-369.7872314453125,m8,-1032.5504455566406,-2245.4320068359375,f8,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,4322,4338,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,g3,,75.04998779296875,-366.4588088989258,g8,-1032.5504455566406,-2245.4320068359375,f8,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,4339,4360,garcon,revers,1,att/att,DRINKHALL_PAUL,,defensif,m1,,148.00457763671875,-502.8170757293701,i8,-1032.5504455566406,-2245.4320068359375,f8,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,4361,4382,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,,filet,123.7913818359375,-472.37004947662354,h8,-1032.5504455566406,-2245.4320068359375,f8,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,4898,4922,garcon,coup_droit,1,att/att,serveur_point_contre,lat_droit,,,filet,-30.8236083984375,203.43463134765625,g5,74.06060791015625,-162.36203002929688,g4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,5293,5326,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,m2,,-59.45953369140625,167.59283447265625,g4,108.65380859375,-130.34481811523438,h3,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,5327,5339,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,poussette,g3,,-21.600830078125,183.069091796875,m5,74.314208984375,-156.64044189453125,g4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,5340,5357,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,g2,,-46.1571044921875,167.69866943359375,g4,112.0325927734375,-119.45144653320312,h3,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,5358,5379,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,-72.95501708984375,237.60498046875,g6,80.02728271484375,-209.79653930664062,h5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6048,6074,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_gauche,,d2,,-101.12396240234375,140.0394287109375,h4,82.8656005859375,-179.4656982421875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,6075,6089,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,m3,,-7.24664306640625,211.9954833984375,m5,20.5770263671875,-122.65518188476562,m4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6090,6100,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,offensif,g3,,5.774169921875,235.092041015625,m6,13.21630859375,-200.35736083984375,m5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,6101,6110,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,g3,,-18.22705078125,224.33770751953125,m5,50.1629638671875,-256.0733184814453,g6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6111,6135,garcon,revers,1,att/att,serveur_point_pour,,defensif,,out,-103.1463623046875,293.20245361328125,h7,143.41973876953125,-232.14756774902344,i6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6573,6618,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_droit,,g3,,75.172607421875,-162.31875610351562,g4,-125.695556640625,116.05767822265625,h3,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,6619,6629,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,g3,,143.32794189453125,-72.33413696289062,i3,-83.0986328125,188.6282958984375,h5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6630,6640,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,g3,,135.97772216796875,-159.95223999023438,i4,-104.4578857421875,260.73876953125,h6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,6641,6652,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,d3,,122.6898193359375,-119.078125,h3,-118.23101806640625,285.0794677734375,h7,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6653,6666,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,offensif,d3,,75.986572265625,-209.97183227539062,g5,-56.6187744140625,341.55548095703125,g8,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,6667,6677,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,d3,,2.8829345703125,-182.70919799804688,m5,-4.69134521484375,308.5396728515625,m7,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6678,6709,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,,filet,15.24285888671875,-141.99459838867188,m4,47.9351806640625,346.66680908203125,d8,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,7219,7235,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,d1,,-33.68804931640625,176.9747314453125,g4,72.6995849609375,-126.21044921875,g4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,7236,7248,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,poussette,m1,,24.2486572265625,151.0299072265625,m4,48.059326171875,-151.9755859375,g4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,7249,7265,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,poussette,m3,,-4.42230224609375,192.03033447265625,m5,21.59259033203125,-170.19790649414062,m4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,7266,7275,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,g3,,-4.4921875,280.05157470703125,m7,37.99151611328125,-250.02601623535156,g6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,7276,7284,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,g3,,-32.42669677734375,235.02587890625,g6,73.557861328125,-306.69476318359375,g7,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,7285,7310,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,-103.30035400390625,258.22601318359375,h6,146.90765380859375,-231.98802185058594,i6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,7834,7846,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,m1,,-46.73388671875,158.31591796875,g4,73.9888916015625,-216.2822265625,g5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,7847,7860,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,poussette,d3,,-7.1015625,177.1636962890625,m4,38.4908447265625,-169.53109741210938,g4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,7861,7886,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,,filet,-5.3895263671875,270.481689453125,m6,-32.4896240234375,-196.18173217773438,d5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,8404,8413,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_droit,,g2,,104.77630615234375,-149.82852172851562,h4,-101.9141845703125,133.3873291015625,h3,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,8414,8429,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,m2,,97.21722412109375,-114.64996337890625,h3,-69.6612548828125,197.493408203125,g5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,8430,8440,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,g3,,80.02728271484375,-209.79653930664062,h5,-59.77191162109375,248.04443359375,g6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,8441,8450,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,m2,,75.79559326171875,-228.83230590820312,g6,-60.09979248046875,234.9779052734375,g6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,8451,8477,garcon,revers,1,att/att,serveur_point_contre,,offensif,,out,69.9490966796875,-255.13192749023438,g6,-60.64801025390625,237.623291015625,g6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
