nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,distance_x_jA,distance_y_jA,zone_joueur_jA,distance_x_jB,distance_y_jB,zone_joueur_jB,competition,match,joueurA,joueurB,droitier_gaucher_joueurA,droitier_gaucher_joueurB,prise_joueurA,prise_joueurB
GAUZY,7034,7050,garcon,revers,1,att/att,GAUZY,,offensif,g2,,59.026123046875,-162.94717407226562,g4,-86.85260009765625,106.04779052734375,h3,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
JARVIS,7051,7089,garcon,revers,1,att/att,serveur_point_contre,,offensif,,out,31.63299560546875,-164.0133056640625,g4,-25.4873046875,197.72271728515625,g5,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
GAUZY,7607,7621,garcon,coup_droit,1,att/att,GAUZY,lat_droit,,g2,,57.4619140625,-151.61965942382812,g4,-94.95977783203125,109.4658203125,h3,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
JARVIS,7622,7643,garcon,revers,1,att/att,JARVIS,,offensif,g2,,57.9107666015625,-162.99057006835938,g4,-79.94866943359375,113.1632080078125,h3,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
GAUZY,7644,7678,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,,out,40.59307861328125,-163.66458129882812,g4,-32.27783203125,206.26983642578125,g5,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
GAUZY,8026,8070,garcon,coup_droit,1,att/att,GAUZY,lat_gauche,,m2,,23.547119140625,-144.47320556640625,m4,-18.81298828125,206.32904052734375,m5,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
JARVIS,8071,8086,garcon,coup_droit,1,att/att,JARVIS,,poussette,m2,,57.4619140625,-151.61965942382812,g4,-94.95977783203125,109.4658203125,h3,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
GAUZY,8087,8105,garcon,revers,1,att/att,GAUZY,,poussette,m2,,57.9107666015625,-162.99057006835938,g4,-79.94866943359375,113.1632080078125,h3,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
JARVIS,8106,8119,garcon,coup_droit,1,att/att,JARVIS,,offensif,g3,,59.90545654296875,-157.19354248046875,g4,-100.30938720703125,109.394775390625,h3,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
GAUZY,8120,8137,garcon,revers,1,att/att,GAUZY,,defensif,g2,,59.026123046875,-162.94717407226562,g4,-86.85260009765625,106.04779052734375,h3,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
JARVIS,8138,8148,garcon,revers,1,att/att,JARVIS,,offensif,g3,,61.25616455078125,-162.86038208007812,g4,-105.191650390625,105.7982177734375,h3,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
GAUZY,8149,8171,garcon,revers,1,att/att,GAUZY,,defensif,g3,,56.57489013671875,-157.32138061523438,g4,-70.2313232421875,123.62347412109375,g4,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
JARVIS,8172,8184,garcon,coup_droit,1,att/att,JARVIS,,offensif,m2,,59.90545654296875,-157.19354248046875,g4,-100.30938720703125,109.394775390625,h3,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
GAUZY,8185,8222,garcon,revers,1,att/att,serveur_point_contre,,offensif,,filet,33.9898681640625,-169.70870971679688,g4,-30.6920166015625,206.27685546875,g5,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
JARVIS,8657,8698,garcon,coup_droit,1,att/att,JARVIS,lat_gauche,,d2,,27.064208984375,-158.45416259765625,g4,-24.9139404296875,191.91290283203125,m5,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
GAUZY,8699,8724,garcon,coup_droit,1,att/att,GAUZY,,offensif,m3,,55.25103759765625,-151.70333862304688,g4,-62.3857421875,140.44476318359375,g4,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
JARVIS,8725,8737,garcon,coup_droit,1,att/att,JARVIS,,offensif,g3,,59.90545654296875,-157.19354248046875,g4,-100.30938720703125,109.394775390625,h3,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
GAUZY,8738,8752,garcon,revers,1,att/att,GAUZY,,offensif,m3,,57.4619140625,-151.61965942382812,g4,-94.95977783203125,109.4658203125,h3,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
JARVIS,8753,8783,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,,out,46.0142822265625,-157.72674560546875,g4,-37.9871826171875,203.4012451171875,g5,2023_France_Q_ChE,gauzy_jarvis_set1,GAUZY,JARVIS,droitier,droitier,europeenne,europeenne
LEBRUN_FELIX,316,324,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_droit,,g3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,325,336,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,m2,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,337,353,garcon,revers,1,att/att,serveur_point_contre,,offensif,,filet,122.18487548828125,-113.78778076171875,h3,-94.46893310546875,153.111328125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,570,583,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_droit,,d1,,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,586,597,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,filet,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,930,939,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,g3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,940,949,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,g3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,950,961,garcon,revers,1,att/att,DRINKHALL_PAUL,,defensif,m2,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,962,985,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,125.9752197265625,-72.8668212890625,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,1296,1307,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,m2,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,1308,1349,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,out,128.011474609375,-113.58657836914062,i3,-73.76263427734375,270.5880126953125,g6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,1601,1625,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_droit,,m1,,126.4940185546875,-67.95077514648438,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,1626,1639,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,poussette,m2,,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,1640,1653,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,m2,,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,1654,1666,garcon,revers,1,att/att,DRINKHALL_PAUL,,defensif,g2,,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,1667,1704,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,130.60479736328125,-87.67794799804688,i3,-73.58392333984375,242.85333251953125,g6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,2008,2022,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_gauche,,d2,,116.18890380859375,-130.0732421875,h3,-99.87225341796875,143.33892822265625,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,2023,2047,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,m3,,126.4940185546875,-67.95077514648438,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,2048,2059,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,d3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,2060,2096,garcon,coup_droit,1,att/att,serveur_point_pour,,defensif,,out,130.60479736328125,-87.67794799804688,i3,-73.58392333984375,242.85333251953125,g6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,2999,3006,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,g3,,99.768798828125,-141.6475830078125,h4,-103.80706787109375,149.805419921875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,3007,3019,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,g3,,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,3020,3042,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,defensif,g1,,125.9752197265625,-72.8668212890625,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,3043,3072,garcon,revers,1,att/att,LEBRUN_FELIX,,defensif,m2,,131.5810546875,-67.79696655273438,i3,-83.0986328125,188.6282958984375,h5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,3073,3086,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,d3,pt_gagne,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,3469,3481,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,g3,,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,3482,3491,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,m2,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,3492,3517,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,,out,126.4940185546875,-67.95077514648438,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,3905,3971,garcon,coup_droit,1,att/att,serveur_point_contre,lat_droit,,,filet,122.66455078125,-124.43502807617188,h3,-94.13165283203125,253.1558837890625,h6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,4231,4241,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_droit,,g2,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,4242,4259,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,g2,,122.18487548828125,-113.78778076171875,h3,-94.46893310546875,153.111328125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,4260,4270,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,m3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,4271,4282,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,d3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,4283,4297,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,offensif,g3,,116.18890380859375,-130.0732421875,h3,-99.87225341796875,143.33892822265625,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,4298,4321,garcon,revers,1,att/att,DRINKHALL_PAUL,,defensif,m2,,125.9752197265625,-72.8668212890625,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,4322,4338,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,g3,,122.18487548828125,-113.78778076171875,h3,-94.46893310546875,153.111328125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,4339,4360,garcon,revers,1,att/att,DRINKHALL_PAUL,,defensif,m1,,125.9752197265625,-72.8668212890625,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,4361,4382,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,,filet,125.9752197265625,-72.8668212890625,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,4898,4922,garcon,coup_droit,1,att/att,serveur_point_contre,lat_droit,,,filet,126.4940185546875,-67.95077514648438,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,5293,5326,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,m2,,130.06329345703125,-72.74130249023438,i3,-75.6900634765625,229.6002197265625,g6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,5327,5339,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,poussette,g3,,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,5340,5357,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,g2,,122.18487548828125,-113.78778076171875,h3,-94.46893310546875,153.111328125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,5358,5379,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,125.9752197265625,-72.8668212890625,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6048,6074,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_gauche,,d2,,129.54681396484375,-67.85848999023438,i3,-83.41046142578125,185.6552734375,h5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,6075,6089,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,m3,,116.18890380859375,-130.0732421875,h3,-99.87225341796875,143.33892822265625,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6090,6100,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,offensif,g3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,6101,6110,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,g3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6111,6417,garcon,revers,1,att/att,serveur_point_pour,,defensif,,pt_gagne,-117.6868896484375,255.70111083984375,h6,94.8575439453125,-260.6047668457031,h6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6573,6618,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_droit,,g3,,125.01904296875,-143.48223876953125,h4,-75.7232666015625,273.02154541015625,g6,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,6619,6629,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,g3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6630,6640,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,g3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,6641,6652,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,d3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6653,6666,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,offensif,d3,,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,6667,6677,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,offensif,d3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,6678,6709,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,,filet,133.1273193359375,-72.64724731445312,i3,-80.17584228515625,208.89532470703125,h5,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,7219,7235,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,d1,,122.18487548828125,-113.78778076171875,h3,-94.46893310546875,153.111328125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,7236,7248,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,poussette,m1,,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,7249,7265,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,,poussette,m3,,122.18487548828125,-113.78778076171875,h3,-94.46893310546875,153.111328125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,7266,7275,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,g3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,7276,7284,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,g3,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,7285,7310,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,126.4940185546875,-67.95077514648438,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,7834,7846,garcon,coup_droit,1,att/att,DRINKHALL_PAUL,lat_droit,,m1,,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,7847,7860,garcon,coup_droit,1,att/att,LEBRUN_FELIX,,poussette,d3,,111.3450927734375,-149.57986450195312,h4,-101.98797607421875,140.0303955078125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,7861,7886,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,,filet,126.4940185546875,-67.95077514648438,h3,-84.358642578125,176.61456298828125,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,8404,8413,garcon,coup_droit,1,att/att,LEBRUN_FELIX,lat_droit,,g2,,105.87164306640625,-149.78704833984375,h4,-102.85211181640625,140.0213623046875,h4,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,8414,8429,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,m2,,0,0,0,0,0,0,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
LEBRUN_FELIX,8430,8440,garcon,revers,1,att/att,LEBRUN_FELIX,,offensif,g3,,0,0,0,0,0,0,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
DRINKHALL_PAUL,8441,8450,garcon,revers,1,att/att,DRINKHALL_PAUL,,offensif,m2,,0,0,0,0,0,0,2023_France_Q_ChE,lebrun_felix_drinkhall_set1,LEBRUN_FELIX,DRINKHALL_PAUL,droitier,droitier,chinoise,europeenne
